BN	TN	SubNum	group	hand	isTrain	isChanged	seq	cue	digitChangePos	precueTime	windowSize	press1	press2	press3	press4	press5	press6	press7	press8	press9	press10	press11	RT	ET	norm_MT	isError	timingError	points	response1	response2	response3	response4	response5	response6	response7	response8	response9	response10	response11	handPressed1	handPressed2	handPressed3	handPressed4	handPressed5	handPressed6	handPressed7	handPressed8	handPressed9	handPressed10	handPressed11	pressTime1	pressTime2	pressTime3	pressTime4	pressTime5	pressTime6	pressTime7	pressTime8	pressTime9	pressTime10	pressTime11	timeThreshold	timeThresholdSuper	startTime	startTimeReal	trialDur	startTR	startTRtime	useMetronome	isCross	crossTime	IPI1	IPI2	IPI3	IPI4	IPI5	IPI6	IPI7	IPI8	IPI9	IPI10	IPI0	is_trained_seq	is_untrained_seq	is_rand_seq	is_digit_changed
18	27	1	0	2	0	0	35421252143	35421252143	4	0	11	3	5	4	2	1	2	5	2	1	4	3	700	2340	3040	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	705	905	1115	1305	1585	1790	2045	2245	2470	2675	2795	3239.25	3023.3	0	-1	6260	-1	-1	1	0	0	200	210	190	280	205	255	200	225	205	120	700	True	False	False	False
18	28	1	0	2	0	0	51423252413	51423252413	4	0	2	5	1	4	2	3	2	5	2	4	1	3	610	2845	3455	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	615	805	975	1230	1475	1660	1890	2200	2890	3120	3240	3239.25	3023.3	0	-1	6675	-1	-1	1	0	0	190	170	255	245	185	230	310	690	230	120	610	False	True	False	False
18	29	1	0	2	0	0	35421252143	35421252143	4	0	4	3	5	4	2	1	2	5	2	1	4	3	625	2475	3100	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	630	820	1010	1190	1445	1620	1835	2070	2360	2730	2865	3239.25	3023.3	0	-1	6320	-1	-1	1	0	0	190	190	180	255	175	215	235	290	370	135	625	True	False	False	False
18	30	1	0	2	0	0	13524232514	13524232514	4	0	4	1	3	5	2	4	2	3	2	5	1	4	570	2280	2850	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	575	675	815	1025	1235	1420	1640	1855	2385	2530	2655	3239.25	3023.3	0	-1	6070	-1	-1	1	0	0	100	140	210	210	185	220	215	530	145	125	570	True	False	False	False
18	31	1	0	2	0	0	14325242135	14325242135	4	0	3	1	4	3	2	5	2	4	2	1	3	5	500	2495	2995	0	0	3	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	505	860	1040	1215	1460	1655	1930	2105	2400	2670	2800	3239.25	3023.3	0	-1	6215	-1	-1	1	0	0	355	180	175	245	195	275	175	295	270	130	500	False	True	False	False
18	32	1	0	2	0	0	13524232514	13524232514	4	0	4	1	3	5	2	4	2	3	2	5	1	4	505	1770	2275	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	510	615	750	930	1110	1240	1415	1580	1785	1965	2070	3239.25	3023.3	0	-1	5495	-1	-1	1	0	0	105	135	180	180	130	175	165	205	180	105	505	True	False	False	False
19	1	1	0	2	0	0	14325242135	14325242135	6	0	4	1	4	3	2	5	2	4	2	1	3	5	1020	2885	3905	0	0	1	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	1025	1215	1410	1645	1850	2120	2465	2950	3230	3515	3680	3500.0	2940.0	0	-1	7125	-1	-1	1	0	0	190	195	235	205	270	345	485	280	285	165	1020	False	True	False	False
19	2	1	0	2	0	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	595	2790	3385	1	0	0	1	3	5	2	4	2	3	2	1	1	4	2	2	2	2	2	2	2	2	2	2	2	600	715	900	1090	1275	1470	1655	1845	2250	2950	3185	3500.0	2940.0	0	-1	6605	-1	-1	1	0	0	115	185	190	185	195	185	190	405	700	235	595	True	False	False	False
19	3	1	0	2	0	0	51423252413	51423252413	6	0	3	5	1	4	2	3	2	5	2	4	1	3	645	2650	3295	0	0	2	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	650	825	1025	1270	1485	1670	1990	2240	2535	2785	3085	3500.0	2940.0	0	-1	6515	-1	-1	1	0	0	175	200	245	215	185	320	250	295	250	300	645	False	True	False	False
19	4	1	0	2	0	0	51423252413	51423252413	6	0	11	5	1	4	2	3	2	5	2	4	1	3	625	2295	2920	0	0	3	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	630	800	985	1220	1395	1595	1840	2045	2315	2520	2685	3500.0	2940.0	0	-1	6140	-1	-1	1	0	0	170	185	235	175	200	245	205	270	205	165	625	False	True	False	False
19	5	1	0	2	0	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	865	2465	3330	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	870	1095	1305	1510	1760	2000	2250	2500	2750	2960	3075	3500.0	2940.0	0	-1	6550	-1	-1	1	0	0	225	210	205	250	240	250	250	250	210	115	865	True	False	False	False
19	6	1	0	2	0	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	510	2385	2895	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	515	720	935	1120	1355	1555	1800	2030	2440	2585	2720	3500.0	2940.0	0	-1	6115	-1	-1	1	0	0	205	215	185	235	200	245	230	410	145	135	510	True	False	False	False
19	7	1	0	2	0	0	13524232514	13524232514	6	0	2	1	3	5	2	4	2	3	2	5	1	4	470	2440	2910	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	475	650	875	1110	1370	1595	1815	2055	2305	2470	2635	3500.0	2940.0	0	-1	6130	-1	-1	1	0	0	175	225	235	260	225	220	240	250	165	165	470	True	False	False	False
19	8	1	0	2	0	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	475	2000	2475	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	480	605	805	990	1185	1365	1515	1735	1960	2125	2270	3500.0	2940.0	0	-1	5695	-1	-1	1	0	0	125	200	185	195	180	150	220	225	165	145	475	True	False	False	False
19	9	1	0	2	0	0	13524232514	13524232514	6	0	3	1	3	5	2	4	2	3	2	5	1	4	525	1960	2485	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	530	620	810	1005	1195	1370	1535	1745	2000	2150	2290	3500.0	2940.0	0	-1	5705	-1	-1	1	0	0	90	190	195	190	175	165	210	255	150	140	525	True	False	False	False
19	10	1	0	2	0	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	710	2470	3180	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	715	940	1120	1315	1590	1820	2100	2325	2560	2785	2945	3500.0	2940.0	0	-1	6400	-1	-1	1	0	0	225	180	195	275	230	280	225	235	225	160	710	True	False	False	False
19	11	1	0	2	0	0	51423252413	51423252413	6	0	3	5	1	4	2	3	2	5	2	4	1	3	540	2550	3090	0	0	2	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	545	740	940	1210	1620	1855	2055	2295	2525	2715	2875	3500.0	2940.0	0	-1	6310	-1	-1	1	0	0	195	200	270	410	235	200	240	230	190	160	540	False	True	False	False
19	12	1	0	2	0	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	440	2005	2445	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	445	580	745	955	1145	1320	1485	1705	1900	2070	2200	3500.0	2940.0	0	-1	5665	-1	-1	1	0	0	135	165	210	190	175	165	220	195	170	130	440	True	False	False	False
19	13	1	0	2	0	0	51423252413	51423252413	6	0	4	5	1	4	2	3	2	5	2	4	1	3	520	1990	2510	0	0	3	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	525	685	845	1065	1240	1405	1570	1735	1935	2120	2280	3500.0	2940.0	0	-1	5730	-1	-1	1	0	0	160	160	220	175	165	165	165	200	185	160	520	False	True	False	False
19	14	1	0	2	0	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	535	2330	2865	0	0	3	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	540	710	900	1115	1340	1535	1785	1960	2240	2435	2600	3500.0	2940.0	0	-1	6085	-1	-1	1	0	0	170	190	215	225	195	250	175	280	195	165	535	True	False	False	False
19	15	1	0	2	0	0	51423252413	51423252413	6	0	4	5	1	4	2	3	2	5	2	4	1	3	500	2645	3145	1	0	0	5	1	4	2	3	2	5	4	1	3	3	2	2	2	2	2	2	2	2	2	2	2	505	660	820	1025	1220	1375	1555	1935	2115	2315	2865	3500.0	2940.0	0	-1	6365	-1	-1	1	0	0	155	160	205	195	155	180	380	180	200	550	500	False	True	False	False
19	16	1	0	2	0	0	14325242135	14325242135	6	0	2	1	4	3	2	5	2	4	2	1	3	5	765	3745	4510	1	0	0	1	4	3	2	5	4	2	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	770	970	1175	1380	1615	2065	2290	3160	3420	4095	4305	3500.0	2940.0	0	-1	7730	-1	-1	1	0	0	200	205	205	235	450	225	870	260	675	210	765	False	True	False	False
19	17	1	0	2	0	0	51423252413	51423252413	6	0	2	5	1	4	2	3	2	5	2	4	1	3	525	3105	3630	0	0	1	5	1	4	2	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	530	735	965	1245	1470	1695	1995	2290	2535	3095	3325	3500.0	2940.0	0	-1	6850	-1	-1	1	0	0	205	230	280	225	225	300	295	245	560	230	525	False	True	False	False
19	18	1	0	2	0	0	14325242135	14325242135	6	0	3	1	4	3	2	5	2	4	2	1	3	5	550	3530	4080	1	0	0	1	4	3	2	5	4	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	555	740	925	1165	1375	1890	2655	2950	3455	3645	3835	3500.0	2940.0	0	-1	7300	-1	-1	1	0	0	185	185	240	210	515	765	295	505	190	190	550	False	True	False	False
19	19	1	0	2	0	0	51423252413	51423252413	6	0	11	5	1	4	2	3	2	5	2	4	1	3	595	3190	3785	1	0	0	5	1	4	5	2	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	600	765	975	1015	1285	2155	2440	2945	3230	3425	3565	3500.0	2940.0	0	-1	7005	-1	-1	1	0	0	165	210	40	270	870	285	505	285	195	140	595	False	True	False	False
19	20	1	0	2	0	0	13524232514	13524232514	6	0	11	1	3	5	2	4	2	3	2	5	1	4	525	2785	3310	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	530	655	915	1310	1650	1885	2155	2405	2790	2965	3085	3500.0	2940.0	0	-1	6530	-1	-1	1	0	0	125	260	395	340	235	270	250	385	175	120	525	True	False	False	False
19	21	1	0	2	0	0	35421252143	35421252143	6	0	3	3	5	4	2	1	2	5	2	1	4	3	720	2490	3210	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	725	955	1155	1385	1635	1870	2120	2330	2570	2775	2920	3500.0	2940.0	0	-1	6430	-1	-1	1	0	0	230	200	230	250	235	250	210	240	205	145	720	True	False	False	False
19	22	1	0	2	0	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	665	2410	3075	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	670	865	1045	1255	1520	1715	1945	2135	2405	2640	2815	3500.0	2940.0	0	-1	6295	-1	-1	1	0	0	195	180	210	265	195	230	190	270	235	175	665	True	False	False	False
19	23	1	0	2	0	0	51423252413	51423252413	6	0	2	5	1	4	2	3	2	5	2	4	1	3	505	3080	3585	1	0	0	5	1	4	3	3	2	5	2	4	1	3	2	2	2	2	2	2	2	2	2	2	2	510	720	910	1205	1895	2255	2485	2690	3035	3195	3350	3500.0	2940.0	0	-1	6805	-1	-1	1	0	0	210	190	295	690	360	230	205	345	160	155	505	False	True	False	False
19	24	1	0	2	0	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	570	3420	3990	1	0	0	3	5	4	2	1	2	5	2	4	4	3	2	2	2	2	2	2	2	2	2	2	2	575	780	970	1195	1460	1665	1905	2115	2440	3590	3790	3500.0	2940.0	0	-1	7210	-1	-1	1	0	0	205	190	225	265	205	240	210	325	1150	200	570	True	False	False	False
19	25	1	0	2	0	0	14325242135	14325242135	6	0	11	1	4	3	2	5	2	4	2	1	3	5	565	2415	2980	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	570	760	990	1275	1480	1685	1960	2175	2560	2655	2790	3500.0	2940.0	0	-1	6200	-1	-1	1	0	0	190	230	285	205	205	275	215	385	95	135	565	False	True	False	False
19	26	1	0	2	0	0	35421252143	35421252143	6	0	2	3	5	4	2	1	2	5	2	1	4	3	550	2515	3065	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	555	780	995	1215	1500	1710	1980	2190	2465	2700	2820	3500.0	2940.0	0	-1	6285	-1	-1	1	0	0	225	215	220	285	210	270	210	275	235	120	550	True	False	False	False
19	27	1	0	2	0	0	14325242135	14325242135	6	0	11	1	4	3	2	5	2	4	2	1	3	5	510	2630	3140	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	515	715	895	1145	1370	1595	1855	2125	2660	2785	2935	3500.0	2940.0	0	-1	6360	-1	-1	1	0	0	200	180	250	225	225	260	270	535	125	150	510	False	True	False	False
19	28	1	0	2	0	0	14325242135	14325242135	6	0	4	1	4	3	2	5	2	4	2	1	3	5	505	2470	2975	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	510	690	880	1150	1385	1590	1920	2230	2505	2615	2780	3500.0	2940.0	0	-1	6195	-1	-1	1	0	0	180	190	270	235	205	330	310	275	110	165	505	False	True	False	False
19	29	1	0	2	0	0	14325242135	14325242135	6	0	3	1	4	3	2	5	2	4	2	1	3	5	560	2830	3390	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	565	845	1290	1605	1870	2095	2355	2600	2955	3060	3200	3500.0	2940.0	0	-1	6610	-1	-1	1	0	0	280	445	315	265	225	260	245	355	105	140	560	False	True	False	False
19	30	1	0	2	0	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	590	2910	3500	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	595	810	975	1195	1515	1775	2315	2560	2815	3020	3200	3500.0	2940.0	0	-1	6720	-1	-1	1	0	0	215	165	220	320	260	540	245	255	205	180	590	True	False	False	False
19	31	1	0	2	0	0	14325242135	14325242135	6	0	2	1	4	3	2	5	2	4	2	1	3	5	455	2605	3060	0	0	2	1	4	3	2	5	2	4	2	1	3	5	2	2	2	2	2	2	2	2	2	2	2	460	700	935	1155	1400	1670	1970	2245	2500	2695	2860	3500.0	2940.0	0	-1	6280	-1	-1	1	0	0	240	235	220	245	270	300	275	255	195	165	455	False	True	False	False
19	32	1	0	2	0	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	415	2370	2785	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	420	555	770	1035	1285	1495	1735	1985	2265	2425	2560	3500.0	2940.0	0	-1	6005	-1	-1	1	0	0	135	215	265	250	210	240	250	280	160	135	415	True	False	False	False
20	1	1	0	2	0	1	35421252143	35425341434	4	0	2	3	5	4	2	5	3	4	1	4	3	4	685	3670	4355	0	0	1	3	5	4	2	5	3	4	1	4	3	4	2	2	2	2	2	2	2	2	2	2	2	690	925	1220	1420	2110	2500	2765	3090	3375	3695	4125	3500.0	2940.0	0	-1	7575	-1	-1	1	0	0	235	295	200	690	390	265	325	285	320	430	685	True	False	False	True
20	2	1	0	2	0	0	13524232514	13524232514	4	0	11	1	3	5	2	4	2	3	2	5	1	4	450	2550	3000	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	455	580	815	1130	1395	1660	1930	2215	2470	2650	2780	3500.0	2940.0	0	-1	6220	-1	-1	1	0	0	125	235	315	265	265	270	285	255	180	130	450	True	False	False	False
20	3	1	0	2	0	0	13524232514	13524232514	4	0	4	1	3	5	2	4	2	3	2	5	1	4	540	2405	2945	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	545	740	935	1205	1500	1700	1935	2195	2380	2590	2725	3500.0	2940.0	0	-1	6165	-1	-1	1	0	0	195	195	270	295	200	235	260	185	210	135	540	True	False	False	False
20	4	1	0	2	0	0	12514314342	12514314342	6	0	2	1	2	5	1	4	3	1	4	3	4	2	525	3940	4465	0	0	1	1	2	5	1	4	3	1	4	3	4	2	2	2	2	2	2	2	2	2	2	2	2	530	735	1020	1545	1840	2150	2590	3150	3420	3980	4275	3500.0	2940.0	0	-1	7685	-1	-1	1	0	0	205	285	525	295	310	440	560	270	560	295	525	False	False	True	False
20	5	1	0	2	0	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	515	2340	2855	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	520	670	875	1125	1400	1605	1825	2055	2345	2500	2640	3500.0	2940.0	0	-1	6075	-1	-1	1	0	0	150	205	250	275	205	220	230	290	155	140	515	True	False	False	False
20	6	1	0	2	0	0	12542414241	12542414241	4	0	11	1	2	5	4	2	4	1	4	2	4	1	600	3270	3870	0	0	1	1	2	5	4	2	4	1	4	2	4	1	2	2	2	2	2	2	2	2	2	2	2	605	775	990	1240	1465	1980	2330	2560	2860	3460	3655	3500.0	2940.0	0	-1	7090	-1	-1	1	0	0	170	215	250	225	515	350	230	300	600	195	600	False	False	True	False
20	7	1	0	2	0	0	45241514352	45241514352	4	0	4	4	5	2	4	1	5	1	4	3	5	2	915	4845	5760	1	0	0	3	5	2	4	2	5	1	4	3	5	2	2	2	2	2	2	2	2	2	2	2	2	920	1770	2050	2315	2610	3515	3840	4370	4705	5295	5550	3500.0	2940.0	0	-1	8980	-1	-1	1	0	0	850	280	265	295	905	325	530	335	590	255	915	False	False	True	False
20	8	1	0	2	0	1	35421252143	35421245421	6	0	3	3	5	4	2	1	2	4	5	4	2	1	630	3310	3940	0	0	1	3	5	4	2	1	2	4	5	4	2	1	2	2	2	2	2	2	2	2	2	2	2	635	895	1210	1470	1755	1995	2410	2855	3180	3485	3680	3500.0	2940.0	0	-1	7160	-1	-1	1	0	0	260	315	260	285	240	415	445	325	305	195	630	True	False	False	True
20	9	1	0	2	0	0	54515343413	54515343413	4	0	4	5	4	5	1	5	3	4	3	4	1	3	640	3790	4430	0	0	1	5	4	5	1	5	3	4	3	4	1	3	2	2	2	2	2	2	2	2	2	2	2	645	910	1205	1655	2085	2425	2890	3140	3800	4040	4215	3500.0	2940.0	0	-1	7650	-1	-1	1	0	0	265	295	450	430	340	465	250	660	240	175	640	False	False	True	False
20	10	1	0	2	0	1	13524232514	13521514153	4	0	2	1	3	5	2	1	5	1	4	1	5	3	550	3725	4275	0	0	1	1	3	5	2	1	5	1	4	1	5	3	2	2	2	2	2	2	2	2	2	2	2	555	765	1000	1250	1705	2045	2300	2660	3090	3705	4055	3500.0	2940.0	0	-1	7495	-1	-1	1	0	0	210	235	250	455	340	255	360	430	615	350	550	True	False	False	True
20	11	1	0	2	0	0	23235353145	23235353145	8	0	11	2	3	2	3	5	3	5	3	1	4	5	680	5520	6200	1	0	0	2	3	2	3	2	5	3	3	1	4	5	2	2	2	2	2	2	2	2	2	2	2	685	970	1250	1535	1835	3315	4125	4815	5170	5845	6045	3500.0	2940.0	0	-1	9420	-1	-1	1	0	0	285	280	285	300	1480	810	690	355	675	200	680	False	False	True	False
20	12	1	0	2	0	1	35421252143	35421252325	8	0	2	3	5	4	2	1	2	5	2	3	2	5	610	3240	3850	0	0	1	3	5	4	2	1	2	5	2	3	2	5	2	2	2	2	2	2	2	2	2	2	2	615	875	1105	1305	1560	1785	2165	2400	3095	3435	3680	3500.0	2940.0	0	-1	7070	-1	-1	1	0	0	260	230	200	255	225	380	235	695	340	245	610	True	False	False	True
20	13	1	0	2	0	0	13524232514	13524232514	4	0	2	1	3	5	2	4	2	3	2	5	1	4	515	2585	3100	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	520	750	975	1215	1475	1685	1915	2225	2510	2660	2845	3500.0	2940.0	0	-1	6320	-1	-1	1	0	0	230	225	240	260	210	230	310	285	150	185	515	True	False	False	False
20	14	1	0	2	0	0	35421252143	35421252143	4	0	11	3	5	4	2	1	2	5	2	1	4	3	605	2805	3410	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	610	900	1170	1445	1740	2010	2325	2555	2835	3040	3155	3500.0	2940.0	0	-1	6630	-1	-1	1	0	0	290	270	275	295	270	315	230	280	205	115	605	True	False	False	False
20	15	1	0	2	0	0	13524232514	13524232514	6	0	4	1	3	5	2	4	2	3	2	5	1	4	595	2010	2605	0	0	3	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	600	720	915	1130	1365	1525	1720	1905	2105	2260	2410	3500.0	2940.0	0	-1	5825	-1	-1	1	0	0	120	195	215	235	160	195	185	200	155	150	595	True	False	False	False
20	16	1	0	2	0	1	35421252143	35421252421	8	0	11	3	5	4	2	1	2	5	2	4	2	1	605	3315	3920	0	0	1	3	5	4	2	1	2	5	2	4	2	1	2	2	2	2	2	2	2	2	2	2	2	610	855	1030	1225	1505	1720	2000	2190	2655	3380	3605	3500.0	2940.0	0	-1	7140	-1	-1	1	0	0	245	175	195	280	215	280	190	465	725	225	605	True	False	False	True
20	17	1	0	2	0	1	35421252143	35425145451	4	0	3	3	5	4	2	5	1	4	5	4	5	1	615	3120	3735	0	0	1	3	5	4	2	5	1	4	5	4	5	1	2	2	2	2	2	2	2	2	2	2	2	620	905	1090	1290	1685	1965	2210	2675	2930	3245	3455	3500.0	2940.0	0	-1	6955	-1	-1	1	0	0	285	185	200	395	280	245	465	255	315	210	615	True	False	False	True
20	18	1	0	2	0	0	13524232514	13524232514	4	0	3	1	3	5	2	4	2	3	2	5	1	4	520	2625	3145	0	0	2	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	525	670	870	1120	1400	1620	1910	2320	2595	2745	2910	3500.0	2940.0	0	-1	6365	-1	-1	1	0	0	145	200	250	280	220	290	410	275	150	165	520	True	False	False	False
20	19	1	0	2	0	0	31352125242	31352125242	8	0	2	3	1	3	5	2	1	2	5	2	4	2	685	3950	4635	0	0	1	3	1	3	5	2	1	2	5	2	4	2	2	2	2	2	2	2	2	2	2	2	2	690	1005	1290	1700	2285	2600	2900	3285	3615	4120	4440	3500.0	2940.0	0	-1	7855	-1	-1	1	0	0	315	285	410	585	315	300	385	330	505	320	685	False	False	True	False
20	20	1	0	2	0	0	15325451512	15325451512	8	0	2	1	5	3	2	5	4	5	1	5	1	2	755	5585	6340	1	0	0	1	5	4	2	5	4	5	1	5	1	2	2	2	2	2	2	2	2	2	2	2	2	760	995	1275	2570	2910	3300	3685	4360	5595	5910	6155	3500.0	2940.0	0	-1	9560	-1	-1	1	0	0	235	280	1295	340	390	385	675	1235	315	245	755	False	False	True	False
20	21	1	0	2	0	0	24253412525	24253412525	4	0	3	2	4	2	5	3	4	1	2	5	2	5	685	3120	3805	0	0	1	2	4	2	5	3	4	1	2	5	2	5	2	2	2	2	2	2	2	2	2	2	2	690	920	1095	1360	1750	2190	2465	2785	3090	3340	3640	3500.0	2940.0	0	-1	7025	-1	-1	1	0	0	230	175	265	390	440	275	320	305	250	300	685	False	False	True	False
20	22	1	0	2	0	1	13524232514	13524245121	6	0	2	1	3	5	2	4	2	4	5	1	2	1	585	4570	5155	1	0	0	1	3	5	2	4	2	3	5	1	2	1	2	2	2	2	2	2	2	2	2	2	2	590	790	1025	1265	1555	1765	2070	3730	3940	4310	4610	3500.0	2940.0	0	-1	8375	-1	-1	1	0	0	200	235	240	290	210	305	1660	210	370	300	585	True	False	False	True
20	23	1	0	2	0	0	45325125243	45325125243	6	0	4	4	5	3	2	5	1	2	5	2	4	3	925	4640	5565	1	0	0	4	5	4	2	5	1	2	5	2	4	3	2	2	2	2	2	2	2	2	2	2	2	930	1200	1450	2740	3195	3410	3660	4125	4695	5055	5345	3500.0	2940.0	0	-1	8785	-1	-1	1	0	0	270	250	1290	455	215	250	465	570	360	290	925	False	False	True	False
20	24	1	0	2	0	0	35421252143	35421252143	4	0	3	3	5	4	2	1	2	5	2	1	4	3	675	2665	3340	0	0	2	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	680	930	1165	1425	1745	1995	2260	2500	2805	2985	3100	3500.0	2940.0	0	-1	6560	-1	-1	1	0	0	250	235	260	320	250	265	240	305	180	115	675	True	False	False	False
20	25	1	0	2	0	0	35421252143	35421252143	6	0	11	3	5	4	2	1	2	5	2	1	4	3	720	3600	4320	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	725	1005	1305	1565	1835	2115	3010	3325	3685	3895	4020	3500.0	2940.0	0	-1	7540	-1	-1	1	0	0	280	300	260	270	280	895	315	360	210	125	720	True	False	False	False
20	26	1	0	2	0	0	42541424342	42541424342	4	0	11	4	2	5	4	1	4	2	4	3	4	2	1015	3225	4240	0	0	1	4	2	5	4	1	4	2	4	3	4	2	2	2	2	2	2	2	2	2	2	2	2	1020	1250	1520	1765	2105	2435	2760	3175	3510	3850	4060	3500.0	2940.0	0	-1	7460	-1	-1	1	0	0	230	270	245	340	330	325	415	335	340	210	1015	False	False	True	False
20	27	1	0	2	0	0	13524232514	13524232514	8	0	3	1	3	5	2	4	2	3	2	5	1	4	770	2775	3545	0	0	1	1	3	5	2	4	2	3	2	5	1	4	2	2	2	2	2	2	2	2	2	2	2	775	925	1195	1540	1820	2080	2375	2625	2865	3085	3310	3500.0	2940.0	0	-1	6765	-1	-1	1	0	0	150	270	345	280	260	295	250	240	220	225	770	True	False	False	False
20	28	1	0	2	0	0	35421252143	35421252143	6	0	4	3	5	4	2	1	2	5	2	1	4	3	635	2990	3625	0	0	1	3	5	4	2	1	2	5	2	1	4	3	2	2	2	2	2	2	2	2	2	2	2	640	1080	1355	1590	1850	2085	2365	2600	3110	3275	3385	3500.0	2940.0	0	-1	6845	-1	-1	1	0	0	440	275	235	260	235	280	235	510	165	110	635	True	False	False	False
20	29	1	0	2	0	1	13524232514	13521314235	4	0	4	1	3	5	2	1	3	1	4	2	3	5	510	3485	3995	0	0	1	1	3	5	2	1	3	1	4	2	3	5	2	2	2	2	2	2	2	2	2	2	2	515	660	890	1390	1665	2105	2430	2835	3125	3595	3865	3500.0	2940.0	0	-1	7215	-1	-1	1	0	0	145	230	500	275	440	325	405	290	470	270	510	True	False	False	True
